METRO_CODE,METRO_NAME,MLS_CODE,MLS_SHORT_NAME,MLS_LONG_NAME,NUM_LISTINGS
staten-island,"Staten Island, NY",BROOKLYN,BROOKLYN,BROOKLYN Multiple Listing Service,0
staten-island,"Staten Island, NY",NY_SIBOR,NY_SIBOR,Staten Island Board of Realtors,1390
statesboro-ga,Statesboro,FIRSTMLS,FMLS,First Multiple Listing Service,4
statesboro-ga,Statesboro,GA_ABBR,GA_ABBR,Altamaha Basin Board of REALTORS,6
statesboro-ga,Statesboro,GA_HABOR,GA_HABOR,Hinesville Area Board of Realtors,6
statesboro-ga,Statesboro,GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,46
statesboro-ga,Statesboro,METROMLS,GAMLS,Georgia Multiple Listing Service,791
ste-genevieve-mo,"Ste Genevieve, MO",MO_CBCBOR,MO_CBCBOR,Cape Girardeau County Board of Realtors,3
ste-genevieve-mo,"Ste Genevieve, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,172
stephenville-tx,"Stephenville, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,398
sterling-il,"Sterling - Rock Falls, IL",IL_CAAR,IL_CAAR,Capital Area Association of Realtors,6
sterling-il,"Sterling - Rock Falls, IL",MLSNI,MRED,Midwest Real Estate Data LLC,413
sterling-co,"Sterling, CO",BOULDER,BOULDER MLS,BOULDER MLS,80
sterling-co,"Sterling, CO",ML,Metrolist,"METROLIST, INC., DBA RECOLORADO",3
steubenville-oh,"Steubenville, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",419
stillwater-ok,"Stillwater, OK",OK_NORES,OK_NORES,"Northeast Oklahoma Real Estate Services, Inc",2
stillwater-ok,"Stillwater, OK",OK_OKC,MLSOK,MLSOK,25
stillwater-ok,"Stillwater, OK",OK_SBR,OK_SBR,Stillwater Board of Realtors,454
stockton,"Stockton, CA",CABAREIS,BAREIS MLS,"Bay Area Real Estate Information Services, Inc.",13
stockton,"Stockton, CA",CABCREIS,San Francisco MLS,San Francisco Association of REALTORS,0
stockton,"Stockton, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),29
stockton,"Stockton, CA",CAMAXMLS,EBRD,"East Bay Regional Data, Inc.",79
stockton,"Stockton, CA",CAREIL,MLSListings,MLSListings Inc.,4
stockton,"Stockton, CA",MFMLS,MetroList,"MetroList Services, Inc.",1511
stockton-mo,"Stockton, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,108
stone-county-ms,"Stone County, MS",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,0
stone-county-ms,"Stone County, MS",MS_HAAR,MS_HAAR,Hattiesburg Area Association of Realtors,7
stone-county-ms,"Stone County, MS",MS_MGCMLS,MS_MGCMLS,Mississippi Gulf Coast MLS Inc.,139
stone-county-ms,"Stone County, MS",MS_MLSOJ,MS_MLSOJ,"Multiple Listing Service of Jackson, MS, Inc.",12
stone-county-ms,"Stone County, MS",MS_PRBR,MS_PRBR,Pearl River Board of Realtors,23
stone-county-ms,"Stone County, MS",SOLO_4115,SOLO_4115,Latter & Blum Shaw Properties ERA Powered,1
sullivan-county-mo,"Sullivan County, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,0
sullivan-county-mo,"Sullivan County, MO",MO_NECAR,MO_NECAR,Northeast Central Association of REALTORS,27
sullivan-county-ny,"Sullivan County, NY",GHVMLS,HGMLS,"Hudson Gateway Multiple Listing Service, Inc.",910
sullivan-county-ny,"Sullivan County, NY",LI,LONGISLAND,Long Island MLS,0
sullivan-county-ny,"Sullivan County, NY",NY_GCAR,NY_GCAR,Greater Capital Association of Realtors,4
sullivan-county-ny,"Sullivan County, NY",NY_MHMLS,NY_MHMLS,Mid Hudson Multiple Listing Service,30
sullivan-county-ny,"Sullivan County, NY",NY_MLSUC,NY_MLSUC,"Multiple Listing Service of Ulster County, Inc.",25
sullivan-county-ny,"Sullivan County, NY",NY_SCMLS,NY_SCMLS,Sullivan County MLS,1462
sullivan-county-ny,"Sullivan County, NY",PA_PWAR,PA_PWAR,Pike Wayne Board of Realtors,56
sullivan-county-ny,"Sullivan County, NY",SOLO_4181,SOLO_4181,Hunt Real Estate ERA,1
sullivan-county-pa,"Sullivan County, PA",PA_BSAR,PA_BSAR,Bradford Sullivan Association of Realtors,116
sullivan-county-pa,"Sullivan County, PA",PA_CSVBR,PA_CSVBR,Central Susquehanna Valley Board of Realtors,3
sullivan-county-pa,"Sullivan County, PA",PA_GSBR,PA_GSBR,Greater Scranton Board of Realtors,1
sullivan-county-pa,"Sullivan County, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,122
sullivan-il,"Sullivan, IL",IL_CIBOR,IL_CIBOR,Central Illinois Board of Realtors MLS,57
sullivan-in,"Sullivan, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,12
sullivan-in,"Sullivan, IN",IN_THAAR,IN_THAAR,Terre Haute Area Association of REALTORS,70
sulphur-springs,"Sulphur Springs, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,356
sulphur-springs,"Sulphur Springs, TX",TX_GTAR,TX_GTAR,Greater Tyler Association of Realtors,197
sulphur-springs,"Sulphur Springs, TX",TX_PMLS,TX_PMLS,Paris Texas Board of REALTORS,4
summers-county-wv,"Summers County, WV",VA_MTCBR,VA_MTCBR,Mercer-Tazewell County Board of REALTORS,18
summers-county-wv,"Summers County, WV",VA_NRVAR,VA_NRVAR,New River Valley Association of REALTORS,6
summers-county-wv,"Summers County, WV",WV_GVBR,WV_GVBR,Greenbrier Valley Board of REALTORS,50
summerville-ga,"Summerville, GA",AL_NALMLS,AL_NALMLS,North Alabama MLS,2
summerville-ga,"Summerville, GA",FIRSTMLS,FMLS,First Multiple Listing Service,22
summerville-ga,"Summerville, GA",GA_CCAR,GA_CCAR,Carpet Capital Association of REALTORS,1
summerville-ga,"Summerville, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,183
summerville-ga,"Summerville, GA",TN_CAR,TN_CAR,Greater Chattanooga Association of Realtors,89
summit-county-co,"Summit County, CO",BOULDER,BOULDER MLS,BOULDER MLS,1
summit-county-co,"Summit County, CO",CO_GCBOR,CO_GCBOR,Grand County Board of REALTORS,0
summit-county-co,"Summit County, CO",CO_SAR,CO_SAR,Summit Association of REALTORSÂ®,815
summit-county-co,"Summit County, CO",ML,Metrolist,"METROLIST, INC., DBA RECOLORADO",120
sumter-sc,"Sumter, SC",SC_CCAR,SC_CCAR,The Coastal Carolinas Association of REALTORS,9
sumter-sc,"Sumter, SC",SC_CML,SC_CML,Consolidated Multiple Listing Service,55
sumter-sc,"Sumter, SC",SC_CTAR,SC_CTAR,Charleston Trident Multiple Listing Service,93
sumter-sc,"Sumter, SC",SC_RAGPD,SC_RAGPD,Realtors Association of Greater Pee Dee,4
sumter-sc,"Sumter, SC",SC_SBR,SC_SBR,Sumter Board of Realtors,1202
sumter-sc,"Sumter, SC",SC_SMAR,SC_SMAR,Southern Midlands Association of Realtors,2
superior-wi,"Superior - Douglas County, WI",MN_DAAR,MN_DAAR,Duluth Area Association of REALTORS,15
superior-wi,"Superior - Douglas County, WI",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",101
superior-wi,"Superior - Douglas County, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,644
sussex-county-de,"Sussex County, DE",DE_SCAOR,DE_SCAOR,Sussex County Association of Realtors,4563
sussex-county-de,"Sussex County, DE",TRENDMLS,TRENDMLS,TREND MLS.,667
suwannee-county-fl,"Suwannee County, FL",FL_GACAR,FL_GACAR,Gainesville-Alachua County Association of REALTORS,29
suwannee-county-fl,"Suwannee County, FL",FL_NFMLS,FL_NFMLS,Lake City Board of REALTORS,456
suwannee-county-fl,"Suwannee County, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,3
suwannee-county-fl,"Suwannee County, FL",FL_TBR,FL_TBR,Tallahassee Board of Realtors,11
suwannee-county-fl,"Suwannee County, FL",JV,Flex MLS,"Northeast Florida MLS, Inc.",5
suwannee-county-fl,"Suwannee County, FL",MFRMLS,MFRMLS,My Florida Regional MLS,4
suwannee-county-fl,"Suwannee County, FL",RMLS,BMLS,Beaches MLS,5
swainsboro-ga,"Swainsboro, GA",GA_ABBR,GA_ABBR,Altamaha Basin Board of REALTORS,16
swainsboro-ga,"Swainsboro, GA",GA_DBR,GA_DBR,Dublin Board of REALTORS,1
swainsboro-ga,"Swainsboro, GA",GA_GAAR,GA_GAAR,Greater Augusta Association of Realtors,0
swainsboro-ga,"Swainsboro, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,2
swainsboro-ga,"Swainsboro, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,59
sweet-grass-county-mt,"Sweet Grass County, MT",MT_BAR,MT_BAR,Billings Association of Realtors,37
sweet-grass-county-mt,"Sweet Grass County, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,110
swisher-county-tx,"Swisher County, TX",TX_AAOR,TX_AAOR,Amarillo Association of Realtors,3
swisher-county-tx,"Swisher County, TX",TX_LAR,TX_LAR,Lubbock Association of Realtors,0
swisher-county-tx,"Swisher County, TX",TX_PAR,TX_PAR,Plainview Association of RealtorsÂ¿Â¿,13
sylvania-ga,"Sylvania, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,54
sylvania-ga,"Sylvania, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,55
sylvester-ga,"Sylvester, GA",FIRSTMLS,FMLS,First Multiple Listing Service,3
sylvester-ga,"Sylvester, GA",GA_CGMLS,GA_CGMLS,Central Georgia MLS,1
sylvester-ga,"Sylvester, GA",GA_CRISP,GA_CRISP,Crisp Area Board of Realtors Inc,15
sylvester-ga,"Sylvester, GA",GA_HABOR,GA_HABOR,Hinesville Area Board of Realtors,8
sylvester-ga,"Sylvester, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,8
sylvester-ga,"Sylvester, GA",GA_SWGBR,GA_SWGBR,Southwest Georgia Board of Realtors,822
sylvester-ga,"Sylvester, GA",GA_SWGBR_CAIRO,GA_SWGBR_CAIRO,Southwest Georgia Board of REALTORs (Cairo),0
sylvester-ga,"Sylvester, GA",GA_TIFT,GA_TIFT,Tiftarea Board of REALTORSÂ®,86
sylvester-ga,"Sylvester, GA",GA_VBR,GA_VBR,Valdosta Board of REALTORS,1
sylvester-ga,"Sylvester, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,18
syracuse,"Syracuse, NY",NY_GBAR,NY_GBAR,Greater Binghamton Association of Realtors,3
syracuse,"Syracuse, NY",NY_GCAR,NY_GCAR,Greater Capital Association of Realtors,9
syracuse,"Syracuse, NY",NY_GENRIS,NYSAMLS,New York State Alliance,4186
syracuse,"Syracuse, NY",NY_GURBR,NY_GURBR,Mohawk Valley Association of REALTORS,95
syracuse,"Syracuse, NY",NY_IBR,NY_IBR,Ithaca Board of Realtors,43
syracuse,"Syracuse, NY",NY_ODBR,NY_ODBR,Otsego-Delaware Board of REALTORS,64
syracuse,"Syracuse, NY",SOLO_4181,SOLO_4181,Hunt Real Estate ERA,465
syracuse,"Syracuse, NY",SOLO_4181_AZ,SOLO_4181_AZ,Hunt Real Estate ERA (Phoenix),369
tahlequah-ok,"Tahlequah, OK",OK_NORES,OK_NORES,"Northeast Oklahoma Real Estate Services, Inc",239
talbotton-ga,"Talbotton, GA",FIRSTMLS,FMLS,First Multiple Listing Service,1
talbotton-ga,"Talbotton, GA",GA_CBR,GA_CBR,Columbus Board of Realtors,25
talbotton-ga,"Talbotton, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,21
talladega-al,"Talladega, AL",AL_BAMLS,AL_BAMLS,Greater Alabama (Birmingham area) MLS,671
talladega-al,"Talladega, AL",AL_LMAAR,AL_LMAAR,Lake Martin Association of Realtors,1
talladega-al,"Talladega, AL",AL_NALMLS,AL_NALMLS,North Alabama MLS,4
tallahassee-fl,"Tallahassee, FL",FL_RAFGC,FL_RAFGC,Realtors Association of Franklin & Gulf Counties,5
tallahassee-fl,"Tallahassee, FL",FL_TBR,FL_TBR,Tallahassee Board of Realtors,3553
tallahassee-fl,"Tallahassee, FL",MFRMLS,MFRMLS,My Florida Regional MLS,10
tallahassee-fl,"Tallahassee, FL",RMLS,BMLS,Beaches MLS,2
tallapoosa-county-al,"Tallapoosa County, AL",AL_BAMLS,AL_BAMLS,Greater Alabama (Birmingham area) MLS,12
tallapoosa-county-al,"Tallapoosa County, AL",AL_LCAR,AL_LCAR,Lee County Association of Realtors,62
tallapoosa-county-al,"Tallapoosa County, AL",AL_LMAAR,AL_LMAAR,Lake Martin Association of Realtors,598
tallapoosa-county-al,"Tallapoosa County, AL",AL_MLSM,AL_MLSM,Montgomery Area Association of REALTORS,438
tallulah-la,"Tallulah, LA",LA_GBRMLS,LA_GBRMLS,Greater Baton Rouge MLS,0
tallulah-la,"Tallulah, LA",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,0
tallulah-la,"Tallulah, LA",LA_NEBOR,LA_NEBOR,Northeast Louisiana Board of Realtors,4
tallulah-la,"Tallulah, LA",MS_VBWC,MS_VBWC,Vicksburg - Warren County Board of Realtors,0
tama-county-ia,"Tama County, IA",IA_CRAAR,IA_CRAAR,Cedar Rapids Area Association of Realtors,3
tama-county-ia,"Tama County, IA",IA_DMAAR,IA_DMAAR,Des Moines Area Association of REALTORS,0
tama-county-ia,"Tama County, IA",IA_MMLS,IA_MMLS,Marshalltown Multiple Listing Service,9
tama-county-ia,"Tama County, IA",IA_NEIMLS,IA_NEIMLS,Iowa Northeast Regional Board of Realtors,59
tampa,"Tampa, FL",FL_CMLS,FL_CMLS,Realtors Association of Citrus County,42
tampa,"Tampa, FL",FL_FCAR,FL_FCAR,Flagler County Association of Realtors,1
tampa,"Tampa, FL",FL_GFMB,SW FLorida MLS,Southwest Florida MLS,5
tampa,"Tampa, FL",FL_HAR,FL_HAR,Heartland Association of Realtors,13
tampa,"Tampa, FL",FL_HCAR,FL_HCAR,Hernando County Association of Realtors,2574
tampa,"Tampa, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,6
tampa,"Tampa, FL",FL_SPACE,Brevard MLS,Brevard MLS,1
tampa,"Tampa, FL",MFRMLS,MFRMLS,My Florida Regional MLS,19351
tampa,"Tampa, FL",MLSPIN,MLS PIN,"MLS Property Information Network, Inc.",3
tampa,"Tampa, FL",RMLS,BMLS,Beaches MLS,5
tampa,"Tampa, FL",SOLO_4177,SOLO_4177,ERA Goff & Associates - Realtors,0
taos-nm,"Taos, NM",NM_RANM,NM_RANM,Realtor Association of New Mexico,3
taos-nm,"Taos, NM",NM_SFAR,NM_SFAR,Santa Fe Association of REALTORS,44
taos-nm,"Taos, NM",NM_SWMLS,NM_SWMLS,Southwest Multiple Listing Service,28
taos-nm,"Taos, NM",NM_TCAR,NM_TCAR,Taos County Association of Realtors,1774
taylorville-il,"Taylorville, IL",IL_CAAR,IL_CAAR,Capital Area Association of Realtors,102
taylorville-il,"Taylorville, IL",IL_CIBOR,IL_CIBOR,Central Illinois Board of Realtors MLS,89
taylorville-il,"Taylorville, IL",MO_MARIS,MO_MARIS,Mid America Regional Information System,5
tensas-parish-la,"Tensas Parish, LA",LA_NEBOR,LA_NEBOR,Northeast Louisiana Board of Realtors,10
tensas-parish-la,"Tensas Parish, LA",MS_VBWC,MS_VBWC,Vicksburg - Warren County Board of Realtors,10
terre-haute-in,"Terre Haute, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,6
terre-haute-in,"Terre Haute, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,14
terre-haute-in,"Terre Haute, IN",IN_THAAR,IN_THAAR,Terre Haute Area Association of REALTORS,606
teton-county-mt,"Teton County, MT",MT_BAR,MT_BAR,Billings Association of Realtors,0
teton-county-mt,"Teton County, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,2
teton-county-mt,"Teton County, MT",MT_GFAR,MT_GFAR,Great Falls Association of Realtors,60
teton-county-mt,"Teton County, MT",MT_LCMLS,MT_LCMLS,Lincoln County MLS,0
teton-county-mt,"Teton County, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,1
texarkana-tx,"Texarkana, TX",AR_TMLS,AR_TMLS,Texarkana Board of Realtors,868
texarkana-tx,"Texarkana, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,12
texarkana-tx,"Texarkana, TX",TX_GTAR,TX_GTAR,Greater Tyler Association of Realtors,4
the-dalles-or,"The Dalles, OR",OR_MLCOBO,OR_MLCOBO,Central Oregon Association of REALTORS,4
the-dalles-or,"The Dalles, OR",PORTLAND,RMLS,RMLS,256
thomaston-ga,"Thomaston, GA",FIRSTMLS,FMLS,First Multiple Listing Service,12
thomaston-ga,"Thomaston, GA",GA_CBR,GA_CBR,Columbus Board of Realtors,0
thomaston-ga,"Thomaston, GA",GA_CGMLS,GA_CGMLS,Central Georgia MLS,0
thomaston-ga,"Thomaston, GA",GA_GIAR,GA_GIAR,Golden Isles Association of Realtors,0
thomaston-ga,"Thomaston, GA",GA_MGAR,GA_MGAR,Middle Georgia Association of REALTORS,2
thomaston-ga,"Thomaston, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,249
thurston-county-ne,"Thurston County, NE",IA_GSCBOR,IA_GSCBOR,Greater Sioux City Board of Realtors,2
thurston-county-ne,"Thurston County, NE",NE_OABR,Great Plains MLS,Great Plans REALTORS MLS,0
tift-county-ga,"Tift County, GA",GA_TIFT,GA_TIFT,Tiftarea Board of REALTORSÂ®,239
tift-county-ga,"Tift County, GA",GA_VBR,GA_VBR,Valdosta Board of REALTORS,2
tift-county-ga,"Tift County, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,6
tillamook-or,"Tillamook, OR",OR_LCBR,OR_LCBR,Lincoln County Board of REALTORS,385
tillamook-or,"Tillamook, OR",OR_MLCOBO,OR_MLCOBO,Central Oregon Association of REALTORS,1
tillamook-or,"Tillamook, OR",OR_WVMLS,OR_WVMLS,Willamette Valley Multiple Listing Service,11
tillamook-or,"Tillamook, OR",PORTLAND,RMLS,RMLS,872
tioga-county-pa,"Tioga County, PA",NY_ECAR,NY_ECAR,The Elmira-Corning Regional Association of Realtors,14
tioga-county-pa,"Tioga County, PA",PA_BSAR,PA_BSAR,Bradford Sullivan Association of Realtors,73
tioga-county-pa,"Tioga County, PA",PA_NCPBR,PA_NCPBR,North Central Pennsylvania Board of REALTORSÂ®,553
tioga-county-pa,"Tioga County, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,101
tishomingo-county-ms,"Tishomingo County, MS",MS_FCBR,MS_FCBR,Four County Board of Realtors,72
tishomingo-county-ms,"Tishomingo County, MS",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,32
tishomingo-county-ms,"Tishomingo County, MS",MS_NWMAR,MS_NWMAR,Northwest Mississippi Association of REALTORS,3
tishomingo-county-ms,"Tishomingo County, MS",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,74
todd-county-mn,"Todd County, MN",MN_GAAAR,MN_GAAAR,Greater Alexandria Area Association of Realtors,85
todd-county-mn,"Todd County, MN",MN_LRAR,MN_LRAR,Lakes Region Association of Realtors,13
todd-county-mn,"Todd County, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",116
toledo,"Toledo, OH",OH_FMLS,OH_FMLS,Firelands Association of Realtors,13
toledo,"Toledo, OH",OH_HBOR,OH_HBOR,Heartland Board of Realtors,12
toledo,"Toledo, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",4
toledo,"Toledo, OH",OH_TBR,OH_TBR,Toledo Board of REALTORS,3597
toledo,"Toledo, OH",OH_WCAR,OH_WCAR,West Central Association of Realtors,2
topeka,"Topeka, KS",KS_JCBR,KS_JCBR,Junction City Board of REALTORSÂ®,4
topeka,"Topeka, KS",KS_LMLS,KS_LMLS,Lawrence Board of REALTORS,709
topeka,"Topeka, KS",KS_MAR,KS_MAR,Manhattan Association of Realtors,29
topeka,"Topeka, KS",KS_TAAR,KS_TAAR,Topeka Area Association of REALTORS,1099
topeka,"Topeka, KS",MOKS_HL,MOKS_HL,"Heartland Multiple Listing Service, Inc.",339
topsail-island-nc,"Topsail Island, NC",NC_CCAR,NCRMLS,North Carolina Regional MLS,1733
topsail-island-nc,"Topsail Island, NC",RD,RD,"Triangle MLS, Inc. of North Carolina",5
bridgeport,Torrington - Fairfield County,CT,CTMLS,Connecticut Multiple Listing Service,1327
bridgeport,Torrington - Fairfield County,CT_DMLS,CT_DMLS,Darien Board of Realtors,333
bridgeport,Torrington - Fairfield County,CT_GAR,CT_GAR,Greenwich Association of Realtors,205
bridgeport,Torrington - Fairfield County,CT_MLS,CT_MLS,Greater Fairfield County CMLS,7121
bridgeport,Torrington - Fairfield County,CT_NCMLS,CT_NCMLS,New Canaan Board of Realtors,407
torrington,Torrington - Litchfield County,CT,CTMLS,Connecticut Multiple Listing Service,2429
torrington,Torrington - Litchfield County,CT_MLS,CT_MLS,Greater Fairfield County CMLS,498
torrington,Torrington - Litchfield County,MA_BCMLS,MA_BCMLS,Berkshire County Multiple Listing Service,0
torrington-wy,"Torrington, WY",WY_CBOR,WY_CBOR,Cheyenne Board of Realtors MLS,10
torrington-wy,"Torrington, WY",WY_WYMLS,WY_WYMLS,Wyoming Multiple Listing Service,172
traverse-city-mi,"Traverse City, MI",MI_GRAR,MichRIC,Michigan Regional Information Center,38
traverse-city-mi,"Traverse City, MI",MI_NGLRMLS,MI_NGLRMLS,Northern Great Lakes REALTORS MLS,3917
traverse-city-mi,"Traverse City, MI",MI_REALCOMP,MI_REALCOMP,Realcomp II LTD,4
traverse-city-mi,"Traverse City, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",15
trenton-fl,"Trenton, FL",FL_CMLS,FL_CMLS,Realtors Association of Citrus County,1
trenton-fl,"Trenton, FL",FL_GACAR,FL_GACAR,Gainesville-Alachua County Association of REALTORS,108
trenton-fl,"Trenton, FL",FL_HCAR,FL_HCAR,Hernando County Association of Realtors,0
trenton-fl,"Trenton, FL",FL_NFMLS,FL_NFMLS,Lake City Board of REALTORS,16
trenton-fl,"Trenton, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,6
trenton-fl,"Trenton, FL",JV,Flex MLS,"Northeast Florida MLS, Inc.",3
trenton-fl,"Trenton, FL",MFRMLS,MFRMLS,My Florida Regional MLS,2
trenton,"Trenton, NJ",NJ_GSMLS,NJ_GSMLS,Garden State Multiple Listing Service,58
trenton,"Trenton, NJ",NJ_MCMLS,NJ_MCMLS,Middlesex County MLS,55
trenton,"Trenton, NJ",NJ_MLS,NJ_MLS,New Jersey MLS,3
trenton,"Trenton, NJ",NJ_MOMLS,NJ_MOMLS,Monmouth County Association of REALTORS,38
trenton,"Trenton, NJ",NJ_OCBR,NJ_OCBR,Ocean County Board of REALTORS/Jersey Shore MLS,0
trenton,"Trenton, NJ",NJ_SJSRMLS,NJ_SJSRMLS,South Jersey Shore Regional MLS,0
trenton,"Trenton, NJ",TRENDMLS,TRENDMLS,TREND MLS.,1876
trigg-county-ky,"Trigg County, KY",KY_HCTCAR,KY_HCTCAR,Hopkinsville Christian and Todd County Association of REALTORSÂ®,17
trigg-county-ky,"Trigg County, KY",KY_SOKMLS,KY_SOKMLS,REALTOR Association of Southern Kentucky,8
trigg-county-ky,"Trigg County, KY",KY_WKRMLS,KY_WKRMLS,Western Kentucky Regional MLS,436
trigg-county-ky,"Trigg County, KY",NASHVILLE,RealTracs,RealTracs,17
trinity-tx,"Trinity, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,3
trinity-tx,"Trinity, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",201
trinity-tx,"Trinity, TX",TX_JMLS,TX_JMLS,Jasper Area Board of Realtors,5
trinity-tx,"Trinity, TX",TX_LAOR,TX_LAOR,Lufkin Association of Realtors,35
trinity-tx,"Trinity, TX",TX_TBBOR,TX_TBBOR,Temple Belton Board of Realtors,1
truckee,"Truckee, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),9
