METRO_CODE,METRO_NAME,MLS_CODE,MLS_SHORT_NAME,MLS_LONG_NAME,NUM_LISTINGS
middle-peninsula-va,"Middle Peninsula, VA",VA_CBRAR,VA_CBRAR,Chesapeake Bay & Rivers Association of REALTORS,1098
middle-peninsula-va,"Middle Peninsula, VA",VA_NNAR,VA_NNAR,Northern Neck Association of REALTIORS,101
middle-peninsula-va,"Middle Peninsula, VA",VA_REIN,VA_REIN,"Real Estate Information Network, Inc",676
middle-peninsula-va,"Middle Peninsula, VA",VA_WMLS,VA_WMLS,Williamsburg Multiple Listing Service,90
middlesex-county-nj,"Middlesex County, NJ",NJ_GSMLS,NJ_GSMLS,Garden State Multiple Listing Service,635
middlesex-county-nj,"Middlesex County, NJ",NJ_HCMLS,NJ_HCMLS,Hudson County Multiple Listing Service,8
middlesex-county-nj,"Middlesex County, NJ",NJ_MCMLS,NJ_MCMLS,Middlesex County MLS,2698
middlesex-county-nj,"Middlesex County, NJ",NJ_MLS,NJ_MLS,New Jersey MLS,10
middlesex-county-nj,"Middlesex County, NJ",NJ_MOMLS,NJ_MOMLS,Monmouth County Association of REALTORS,499
middlesex-county-nj,"Middlesex County, NJ",NJ_OCBR,NJ_OCBR,Ocean County Board of REALTORS/Jersey Shore MLS,4
middlesex-county-nj,"Middlesex County, NJ",NJ_SJSRMLS,NJ_SJSRMLS,South Jersey Shore Regional MLS,0
middlesex-county-nj,"Middlesex County, NJ",TRENDMLS,TRENDMLS,TREND MLS.,240
midland-mi,"Midland, MI",MI_BCRA,MI_BCRA,Bay County Realtors Association,40
midland-mi,"Midland, MI",MI_MBOR,MI_MBOR,Midland Board of Realtors,623
midland-mi,"Midland, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",115
midland-tx,"Midland, TX",TX_OBOR,TX_OBOR,Odessa Board of Realtors,132
midland-tx,"Midland, TX",TX_PBBOR,TX_PBBOR,Permian Basin Board of Realtors,894
milam-county-tx,"Milam County, TX",ACTRIS,ACTRIS,"Austin and Central Texas Realty Information Systems, Inc.",54
milam-county-tx,"Milam County, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",0
milam-county-tx,"Milam County, TX",TX_BCSR,TX_BCSR,Bryan-College Station Regional Multiple Listing Service,28
milam-county-tx,"Milam County, TX",TX_TBBOR,TX_TBBOR,Temple Belton Board of Realtors,14
millard-county-ut,"Millard County, UT",SL,WFRMLS,Wasatch Front Regional MLS,132
millard-county-ut,"Millard County, UT",UT_ICBOR,UT_ICBOR,Iron County Board of Realtors,6
millard-county-ut,"Millard County, UT",UT_WCMLS,UT_WCMLS,Washington County Board of Realtors,0
milledgeville-ga,"Milledgeville, GA",FIRSTMLS,FMLS,First Multiple Listing Service,25
milledgeville-ga,"Milledgeville, GA",GA_AAAR,GA_AAAR,Athens Area Association of REALTORS,2
milledgeville-ga,"Milledgeville, GA",GA_CGMLS,GA_CGMLS,Central Georgia MLS,5
milledgeville-ga,"Milledgeville, GA",GA_LCBOR,GA_LCBOR,Lake Country Board Of REALTORS,244
milledgeville-ga,"Milledgeville, GA",GA_MGAR,GA_MGAR,Middle Georgia Association of REALTORS,6
milledgeville-ga,"Milledgeville, GA",GA_MMLS,GA_MMLS,Milledgeville Multiple Listing Service,631
milledgeville-ga,"Milledgeville, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,0
milledgeville-ga,"Milledgeville, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,394
millen-ga,"Millen, GA",GA_ABBR,GA_ABBR,Altamaha Basin Board of REALTORS,0
millen-ga,"Millen, GA",GA_DBR,GA_DBR,Dublin Board of REALTORS,2
millen-ga,"Millen, GA",GA_GAAR,GA_GAAR,Greater Augusta Association of Realtors,2
millen-ga,"Millen, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,4
millen-ga,"Millen, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,31
millersburg-oh,"Millersburg, OH",OH_ABR,OH_ABR,Ashland Board of REALTORS,2
millersburg-oh,"Millersburg, OH",OH_KCBR,OH_KCBR,Knox County Board of REALTORS,1
millersburg-oh,"Millersburg, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",59
milwaukee-wi,"Milwaukee, WI",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",17
milwaukee-wi,"Milwaukee, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,10135
mineral-county-mt,"Mineral County, MT",MT_BVBR,MT_BVBR,Bitterroot Valley Board of REALTORS,5
mineral-county-mt,"Mineral County, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,235
mini-cassia-id,"Mini Cassia, ID",ID_IMLS,ID_IMLS,Intermountain Multiple Listing Service,104
mini-cassia-id,"Mini Cassia, ID",ID_MCMLS,ID_MCMLS,Mini Cassia Association of Realtors,198
minneapolis,"Minneapolis/St. Paul, MN",MN_DAAR,MN_DAAR,Duluth Area Association of REALTORS,1
minneapolis,"Minneapolis/St. Paul, MN",MN_GAAAR,MN_GAAAR,Greater Alexandria Area Association of Realtors,1
minneapolis,"Minneapolis/St. Paul, MN",MN_LCAR,MN_LCAR,Lakes Country Association of REALTORS,1
minneapolis,"Minneapolis/St. Paul, MN",MN_RASM,MN_RASM,Realtors Association of Southern Minnesota,176
minneapolis,"Minneapolis/St. Paul, MN",MN_ROCH,MN_ROCH,Southeast Minnesota Association of Realtors,141
minneapolis,"Minneapolis/St. Paul, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",17277
minneapolis,"Minneapolis/St. Paul, MN",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,1168
minot-nd,"Minot, ND",ND_BMBOR,ND_BMBOR,Bismarck-Mandan Board of Realtors,10
minot-nd,"Minot, ND",ND_MBR,ND_MBR,Minot Board of REALTORS,777
missoula-mt,"Missoula, MT",MT_BVBR,MT_BVBR,Bitterroot Valley Board of REALTORS,55
missoula-mt,"Missoula, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,29
missoula-mt,"Missoula, MT",MT_GFAR,MT_GFAR,Great Falls Association of Realtors,53
missoula-mt,"Missoula, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,971
moab-ut,"Moab, UT",SL,WFRMLS,Wasatch Front Regional MLS,230
moberly-mo,"Moberly, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,10
moberly-mo,"Moberly, MO",MO_RCBR,MO_RCBR,Randolph County Board of Realtors,121
mobile-al,"Mobile, AL",AL_BAMLS,AL_BAMLS,Greater Alabama (Birmingham area) MLS,2
mobile-al,"Mobile, AL",AL_BCAR,AL_BCAR,Baldwin County Association of Realtors,482
mobile-al,"Mobile, AL",AL_MAAR,AL_MAAR,Mobile Area Association of REALTORS,3547
modesto,"Modesto, CA",CABAREIS,BAREIS MLS,"Bay Area Real Estate Information Services, Inc.",13
modesto,"Modesto, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),1
modesto,"Modesto, CA",CAMAXMLS,EBRD,"East Bay Regional Data, Inc.",20
modesto,"Modesto, CA",CAREIL,MLSListings,MLSListings Inc.,2
modesto,"Modesto, CA",CA_FMLS,CA_FMLS,Fresno Association of Realtors,2
modesto,"Modesto, CA",MFMLS,MetroList,"MetroList Services, Inc.",1363
tomsriver,"Monmouth - Ocean, NJ",NJ_CMCAR,NJ_CMCAR,Cape May Association of Realtors,1
tomsriver,"Monmouth - Ocean, NJ",NJ_GSMLS,NJ_GSMLS,Garden State Multiple Listing Service,112
tomsriver,"Monmouth - Ocean, NJ",NJ_HCMLS,NJ_HCMLS,Hudson County Multiple Listing Service,2
tomsriver,"Monmouth - Ocean, NJ",NJ_MCMLS,NJ_MCMLS,Middlesex County MLS,114
tomsriver,"Monmouth - Ocean, NJ",NJ_MLS,NJ_MLS,New Jersey MLS,25
tomsriver,"Monmouth - Ocean, NJ",NJ_MOMLS,NJ_MOMLS,Monmouth County Association of REALTORS,9430
tomsriver,"Monmouth - Ocean, NJ",NJ_OCBR,NJ_OCBR,Ocean County Board of REALTORS/Jersey Shore MLS,3124
tomsriver,"Monmouth - Ocean, NJ",NJ_SJSRMLS,NJ_SJSRMLS,South Jersey Shore Regional MLS,41
tomsriver,"Monmouth - Ocean, NJ",TRENDMLS,TRENDMLS,TREND MLS.,251
monona-county-ia,"Monona County, IA",IA_GSCBOR,IA_GSCBOR,Greater Sioux City Board of Realtors,14
monona-county-ia,"Monona County, IA",NE_OABR,Great Plains MLS,Great Plans REALTORS MLS,0
monroe-county-ms,"Monroe County, MS",MS_GTAR,MS_GTAR,Golden Triangle Association of Realtors,44
monroe-county-ms,"Monroe County, MS",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,133
monroe-county-pa,"Monroe County, PA",PA_AVBR,PA_AVBR,Allegheny Valley Board of REALTORS,0
monroe-county-pa,"Monroe County, PA",PA_GEBR,PA_GEBR,Greater Erie Board of Realtors,0
monroe-county-pa,"Monroe County, PA",PA_GSBR,PA_GSBR,Greater Scranton Board of Realtors,8
monroe-county-pa,"Monroe County, PA",PA_GWBAR,PA_GWBAR,Greater Wilkes Barre Association of Realtors,25
monroe-county-pa,"Monroe County, PA",PA_LVAR,PA_LVAR,Lehigh Valley Association of Realtors,447
monroe-county-pa,"Monroe County, PA",PA_PMAR,PA_PMAR,Pocono Mountains Association of Realtors,2299
monroe-county-pa,"Monroe County, PA",PA_PWAR,PA_PWAR,Pike Wayne Board of Realtors,57
monroe-county-pa,"Monroe County, PA",TRENDMLS,TRENDMLS,TREND MLS.,243
monroe-county-wv,"Monroe County, WV",VA_MTCBR,VA_MTCBR,Mercer-Tazewell County Board of REALTORS,9
monroe-county-wv,"Monroe County, WV",VA_NRVAR,VA_NRVAR,New River Valley Association of REALTORS,42
monroe-county-wv,"Monroe County, WV",WV_GVBR,WV_GVBR,Greenbrier Valley Board of REALTORS,78
monroe-la,"Monroe, LA",LA_NEBOR,LA_NEBOR,Northeast Louisiana Board of Realtors,1570
monterey,"Monterey, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),563
monterey,"Monterey, CA",CAREIL,MLSListings,MLSListings Inc.,1111
monterey,"Monterey, CA",CA_CCRMLS,CA_CCRMLS,Central Coast Regional Multiple Listing Service,78
monterey,"Monterey, CA",CRMLS,CRMLS (Socal),California Regional MLS (Southern California),624
montgomery-county-il,"Montgomery County, IL",IL_CAAR,IL_CAAR,Capital Area Association of Realtors,27
montgomery-county-il,"Montgomery County, IL",IL_CIBOR,IL_CIBOR,Central Illinois Board of Realtors MLS,2
montgomery-county-il,"Montgomery County, IL",MO_MARIS,MO_MARIS,Mid America Regional Information System,182
montgomery-al,"Montgomery, AL",AL_BAMLS,AL_BAMLS,Greater Alabama (Birmingham area) MLS,32
montgomery-al,"Montgomery, AL",AL_BCAR,AL_BCAR,Baldwin County Association of Realtors,3
montgomery-al,"Montgomery, AL",AL_DMLS,AL_DMLS,Dothan Multiple Listing Service,7
montgomery-al,"Montgomery, AL",AL_LCAR,AL_LCAR,Lee County Association of Realtors,52
montgomery-al,"Montgomery, AL",AL_LMAAR,AL_LMAAR,Lake Martin Association of Realtors,92
montgomery-al,"Montgomery, AL",AL_MLSM,AL_MLSM,Montgomery Area Association of REALTORS,3024
monticello-ky,"Monticello, KY",KY_CKAR,KY_CKAR,Central Kentucky Association of Realtors,2
monticello-ky,"Monticello, KY",KY_LBAR,KY_LBAR,Lexington-Bluegrass Association of Realtors,16
monticello-ky,"Monticello, KY",KY_SLCBR,KY_SLCBR,Somerset-Lake Cumberland Board of Realtors,217
monticello-ky,"Monticello, KY",KY_SOKMLS,KY_SOKMLS,REALTOR Association of Southern Kentucky,0
montpelier-vt,"Montpelier, VT",NH_NNEREN,NH_NNEREN,Northern New England Real Estate Network,911
montrose-ouray-co,"Montrose - Ouray, CO",CO_CREN,CO_CREN,Colorado Real Estate Network,1303
montrose-ouray-co,"Montrose - Ouray, CO",ML,Metrolist,"METROLIST, INC., DBA RECOLORADO",10
mora-mn,"Mora, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",150
morehead-city-nc,"Morehead City, NC",NC_CCAR,NCRMLS,North Carolina Regional MLS,2493
morehead-city-nc,"Morehead City, NC",NC_NBBR,NC_NBBR,New Bern/Neuse River Association of REALTORS,227
morehead-city-nc,"Morehead City, NC",RD,RD,"Triangle MLS, Inc. of North Carolina",5
morehead-ky,"Morehead, KY",KY_AABR,KY_AABR,Ashland Area Board Of REALTORS,2
morehead-ky,"Morehead, KY",KY_LBAR,KY_LBAR,Lexington-Bluegrass Association of Realtors,129
morgantown-wv,"Morgantown, WV",MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",22
morgantown-wv,"Morgantown, WV",WV_NCWV,WV_NCWV,North Central West Virginia MLS,874
morrill-county-ne,"Morrill County, NE",NE_SBCBR,NE_SBCBR,Scotts Bluff County Board of Realtors,14
morrilton-ar,"Morrilton, AR",AR_CARMLS,AR_CARMLS,Cooperative Arkansas Multiple Listing Service,69
morrilton-ar,"Morrilton, AR",AR_RBR,AR_RBR,Russellville Board of Realtors,12
morris-mn,"Morris, MN",MN_GAAAR,MN_GAAAR,Greater Alexandria Area Association of Realtors,29
morris-mn,"Morris, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",0
morrison-county-mn,"Morrison County, MN",MN_GAAAR,MN_GAAAR,Greater Alexandria Area Association of Realtors,2
morrison-county-mn,"Morrison County, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",272
morristown-tn,"Morristown, TN",TNVA_MLS,TNVA_MLS,Tennessee Virginia Regional MLS,275
morristown-tn,"Morristown, TN",TN_CAR,TN_CAR,Greater Chattanooga Association of Realtors,71
morristown-tn,"Morristown, TN",TN_GSMAR,TN_GSMAR,Great Smoky Mountains Association of Realtors,601
morristown-tn,"Morristown, TN",TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,1312
morristown-tn,"Morristown, TN",TN_LAMLS,TN_LAMLS,Lakeway Area Association of Realtors,2012
morton-tx,"Morton, TX",TX_LAR,TX_LAR,Lubbock Association of Realtors,3
moses-lake-wa,"Moses Lake, WA",NWMLS,NWMLS,Northwest Multiple Listing Service,887
moses-lake-wa,"Moses Lake, WA",WA_NCWAR,WA_NCWAR,North Central Washington Association of REALTORS,15
moses-lake-wa,"Moses Lake, WA",WA_PRMLS,WA_PRMLS,Pacific Regional MLS,20
mount-airy-nc,"Mount Airy, NC",CH,"Carolina MLS, Inc.","Carolina Multiple Listing Services, Inc.",1
mount-airy-nc,"Mount Airy, NC",NC_TRIAD,NC_TRIAD,"Triad MLS, Inc",719
mount-airy-nc,"Mount Airy, NC",RD,RD,"Triangle MLS, Inc. of North Carolina",3
mount-airy-nc,"Mount Airy, NC",VA_NRVAR,VA_NRVAR,New River Valley Association of REALTORS,4
mount-airy-nc,"Mount Airy, NC",VA_SWVAR,VA_SWVAR,Southwest Virginia Association of REALTORS,5
mount-gilead-oh,"Mount Gilead, OH",OH_CBR,OH_CBR,Columbus and Central Ohio Regional MLS,144
mount-gilead-oh,"Mount Gilead, OH",OH_KCBR,OH_KCBR,Knox County Board of REALTORS,4
mount-gilead-oh,"Mount Gilead, OH",OH_MBOR,OH_MBOR,Mansfield Board of REALTORS,70
mount-gilead-oh,"Mount Gilead, OH",OH_MBR,OH_MBR,Marion Board of Realtors,49
mount-gilead-oh,"Mount Gilead, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",5
mount-ida-ar,"Mount Ida, AR",AR_CARMLS,AR_CARMLS,Cooperative Arkansas Multiple Listing Service,92
mount-ida-ar,"Mount Ida, AR",AR_HSBOR,AR_HSBOR,Hot Springs Board of Realtors,18
mount-pleasant-ia,"Mount Pleasant, IA",IA_CRAAR,IA_CRAAR,Cedar Rapids Area Association of Realtors,1
mount-pleasant-ia,"Mount Pleasant, IA",IA_FIMLS,SE Iowa Regional MLS,Southeast Iowa Regional MLS,45
mount-pleasant-mi,"Mount Pleasant, MI",MI_MBOR,MI_MBOR,Midland Board of Realtors,15
mount-pleasant-mi,"Mount Pleasant, MI",MI_NGLRMLS,MI_NGLRMLS,Northern Great Lakes REALTORS MLS,622
mount-pleasant-mi,"Mount Pleasant, MI",MI_REALCOMP,MI_REALCOMP,Realcomp II LTD,9
mount-pleasant-mi,"Mount Pleasant, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",23
mt-pleasant-tx,"Mount Pleasant, TX",AR_TMLS,AR_TMLS,Texarkana Board of Realtors,6
mt-pleasant-tx,"Mount Pleasant, TX",GDAR,NTREIS,North Texas Real Estate Information Systems,117
mt-pleasant-tx,"Mount Pleasant, TX",TX_GTAR,TX_GTAR,Greater Tyler Association of Realtors,532
mt-pleasant-tx,"Mount Pleasant, TX",TX_LAAR,TX_LAAR,Longview Area Association of Realtors,30
mt-pleasant-tx,"Mount Pleasant, TX",TX_PMLS,TX_PMLS,Paris Texas Board of REALTORS,3
mount-sterling-ky,"Mount Sterling, KY",KY_LBAR,KY_LBAR,Lexington-Bluegrass Association of Realtors,531
mount-sterling-ky,"Mount Sterling, KY",KY_MCBR,KY_MCBR,Madison County Board of REALTORS,2
mount-sterling-ky,"Mount Sterling, KY",KY_SLCBR,KY_SLCBR,Somerset-Lake Cumberland Board of Realtors,1
mount-vernon-il,"Mount Vernon, IL",IL_EBOR,IL_EBOR,Egyptian Board of REALTORS,316
mount-vernon-mo,"Mount Vernon, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,333
mount-vernon-oh,"Mount Vernon, OH",OH_ABR,OH_ABR,Ashland Board of REALTORS,35
mount-vernon-oh,"Mount Vernon, OH",OH_CBR,OH_CBR,Columbus and Central Ohio Regional MLS,196
mount-vernon-oh,"Mount Vernon, OH",OH_KCBR,OH_KCBR,Knox County Board of REALTORS,301
mount-vernon-oh,"Mount Vernon, OH",OH_MBOR,OH_MBOR,Mansfield Board of REALTORS,6
mount-vernon-oh,"Mount Vernon, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",50
mountain-home-ar,"Mountain Home, AR",AR_CARMLS,AR_CARMLS,Cooperative Arkansas Multiple Listing Service,97
mountain-home-ar,"Mountain Home, AR",AR_HDBR,AR_HDBR,Harrison District Board of REALTORSÂ®,8
mountain-home-ar,"Mountain Home, AR",AR_JBOR,AR_JBOR,Jonesboro Board of REALTORS,0
mountain-home-ar,"Mountain Home, AR",AR_NCBR,AR_NCBR,North Central Board of Realtors,1102
mountain-home-ar,"Mountain Home, AR",AR_NWAR,AR_NWAR,Arkansas Regional MLS,4
muhlenberg-county-ky,"Muhlenberg County, KY",KY_GORA,KY_GORA,Greater Owensboro REALTOR Association,5
muhlenberg-county-ky,"Muhlenberg County, KY",KY_HCTCAR,KY_HCTCAR,Hopkinsville Christian and Todd County Association of REALTORSÂ®,1
muhlenberg-county-ky,"Muhlenberg County, KY",KY_MHCBR,KY_MHCBR,Madisonville-Hopkins County Board of Realtors,1
muhlenberg-county-ky,"Muhlenberg County, KY",KY_MSMLS,KY_MSMLS,Greater Louisville Association of REALTORS,2
muhlenberg-county-ky,"Muhlenberg County, KY",KY_SOKMLS,KY_SOKMLS,REALTOR Association of Southern Kentucky,107
muhlenberg-county-ky,"Muhlenberg County, KY",TN_MTRMLS,TN_MTRMLS,Middle Tennessee Association of Realtors,0
muncie-in,"Muncie, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,699
muncie-in,"Muncie, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,200
munfordville-ky,"Munfordville, KY",KY_HKAR,KY_HKAR,Heart of Kentucky Association of REALTORS,45
munfordville-ky,"Munfordville, KY",KY_MSMLS,KY_MSMLS,Greater Louisville Association of REALTORS,32
munfordville-ky,"Munfordville, KY",KY_SCKAR,KY_SCKAR,South Central Kentucky Association of REALTORS,35
munfordville-ky,"Munfordville, KY",KY_SOKMLS,KY_SOKMLS,REALTOR Association of Southern Kentucky,7
murphy-nc,"Murphy, NC",METROMLS,GAMLS,Georgia Multiple Listing Service,6
murphy-nc,"Murphy, NC",NC_MLBR,NC_MLBR,Mountain Lakes Board of REALTORS,1456
murphy-nc,"Murphy, NC",NC_WNCRMLS,NC_WNCRMLS,North Carolina Mountain MLS,2
murphy-nc,"Murphy, NC",NEG,NEG,North East Georgia MLS,1245
murray-ky,"Murray, KY",KY_WKRMLS,KY_WKRMLS,Western Kentucky Regional MLS,499
murray-ky,"Murray, KY",NASHVILLE,RealTracs,RealTracs,0
muskegon-mi,"Muskegon, MI",MI_GLAR,MI_GLAR,Greater Lansing Association of Realtors,1
muskegon-mi,"Muskegon, MI",MI_GRAR,MichRIC,Michigan Regional Information Center,2569
muskogee-ok,"Muskogee, OK",OK_NORES,OK_NORES,"Northeast Oklahoma Real Estate Services, Inc",403
muskogee-ok,"Muskogee, OK",OK_OKC,MLSOK,MLSOK,2
myrtle-beach-sc,"Myrtle Beach, SC",NC_CCAR,NCRMLS,North Carolina Regional MLS,35
myrtle-beach-sc,"Myrtle Beach, SC",SC_CCAR,SC_CCAR,The Coastal Carolinas Association of REALTORS,9207
myrtle-beach-sc,"Myrtle Beach, SC",SC_CTAR,SC_CTAR,Charleston Trident Multiple Listing Service,2
myrtle-beach-sc,"Myrtle Beach, SC",SC_RAGPD,SC_RAGPD,Realtors Association of Greater Pee Dee,29
nacogdoches-tx,"Nacogdoches, TX",HARMLS,HRMLS,"Houston Realtors Information Service, Inc.",12
nacogdoches-tx,"Nacogdoches, TX",TX_BBOR,TX_BBOR,Beaumont Board of Realtors,0
nacogdoches-tx,"Nacogdoches, TX",TX_GTAR,TX_GTAR,Greater Tyler Association of Realtors,6
nacogdoches-tx,"Nacogdoches, TX",TX_JMLS,TX_JMLS,Jasper Area Board of Realtors,21
nacogdoches-tx,"Nacogdoches, TX",TX_LAAR,TX_LAAR,Longview Area Association of Realtors,0
nacogdoches-tx,"Nacogdoches, TX",TX_LAOR,TX_LAOR,Lufkin Association of Realtors,64
nacogdoches-tx,"Nacogdoches, TX",TX_NMLS,TX_NMLS,Nacogdoches County Board of REALTORS,229
napa,"Napa, CA",CABAREIS,BAREIS MLS,"Bay Area Real Estate Information Services, Inc.",605
napa,"Napa, CA",CABCREIS,San Francisco MLS,San Francisco Association of REALTORS,3
napa,"Napa, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),5
napa,"Napa, CA",CAMAXMLS,EBRD,"East Bay Regional Data, Inc.",6
napa,"Napa, CA",MFMLS,MetroList,"MetroList Services, Inc.",3
nashville-ga,"Nashville, GA",GA_TIFT,GA_TIFT,Tiftarea Board of REALTORSÂ®,25
nashville-ga,"Nashville, GA",GA_VBR,GA_VBR,Valdosta Board of REALTORS,130
nashville-il,"Nashville, IL",IL_EBOR,IL_EBOR,Egyptian Board of REALTORS,9
nashville-il,"Nashville, IL",MO_MARIS,MO_MARIS,Mid America Regional Information System,96
nashville,"Nashville, TN",KY_SOKMLS,KY_SOKMLS,REALTOR Association of Southern Kentucky,2
nashville,"Nashville, TN",NASHVILLE,RealTracs,RealTracs,13209
nashville,"Nashville, TN",TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,12
natchez-ms,"Natchez, MS",LA_CLBOR,LA_CLBOR,Central Louisiana Board of REALTORS,5
natchez-ms,"Natchez, MS",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,0
natchez-ms,"Natchez, MS",LA_NEBOR,LA_NEBOR,Northeast Louisiana Board of Realtors,0
natchez-ms,"Natchez, MS",MS_MLSOJ,MS_MLSOJ,"Multiple Listing Service of Jackson, MS, Inc.",0
natchez-ms,"Natchez, MS",MS_NBR,MS_NBR,Natchez Board of Realtors,489
natchez-ms,"Natchez, MS",MS_SWMBR,MS_SWMBR,Southwest Mississippi Board of REALTORS,4
natchez-ms,"Natchez, MS",MS_VBWC,MS_VBWC,Vicksburg - Warren County Board of Realtors,0
natchitoches-la,"Natchitoches, LA",LA_CLBOR,LA_CLBOR,Central Louisiana Board of REALTORS,3
natchitoches-la,"Natchitoches, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,0
new-albany-ms,"New Albany, MS",MS_NCMR,MS_NCMR,North Central Mississippi REALTORS,3
new-albany-ms,"New Albany, MS",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,197
new-albany-ms,"New Albany, MS",MS_NWMAR,MS_NWMAR,Northwest Mississippi Association of REALTORS,4
new-bern-nc,"New Bern, NC",NC_CCAR,NCRMLS,North Carolina Regional MLS,1603
new-bern-nc,"New Bern, NC",NC_NBBR,NC_NBBR,New Bern/Neuse River Association of REALTORS,1813
new-bern-nc,"New Bern, NC",RD,RD,"Triangle MLS, Inc. of North Carolina",3
new-castle-in,"New Castle, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,248
new-castle-in,"New Castle, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,278
new-castle-in,"New Castle, IN",IN_RAR,IN_RAR,Richmond Association of REALTORS,143
newhaven,"New Haven, CT",CT,CTMLS,Connecticut Multiple Listing Service,6276
newhaven,"New Haven, CT",CT_MLS,CT_MLS,Greater Fairfield County CMLS,1296
new-orleans-la,"New Orleans, LA",LA_BBOR,LA_BBOR,Bayou Board of REALTORS,123
new-orleans-la,"New Orleans, LA",LA_GBRMLS,LA_GBRMLS,Greater Baton Rouge MLS,55
new-orleans-la,"New Orleans, LA",LA_GSREIN,LA_GSREIN,Gulf South Real Estate Information Network,9680
new-orleans-la,"New Orleans, LA",SOLO_4112,SOLO_4112,Latter & Blum Classic Homes & Properties ERA Powered,0
new-orleans-la,"New Orleans, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,821
new-philadelphia-oh,"New Philadelphia, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",418
newport-or,"Newport, OR",OR_LCBR,OR_LCBR,Lincoln County Board of REALTORS,1654
newport-or,"Newport, OR",OR_MLCOBO,OR_MLCOBO,Central Oregon Association of REALTORS,1
newport-or,"Newport, OR",OR_WVMLS,OR_WVMLS,Willamette Valley Multiple Listing Service,33
newport-or,"Newport, OR",PORTLAND,RMLS,RMLS,619
newport-tn,"Newport, TN",TNVA_MLS,TNVA_MLS,Tennessee Virginia Regional MLS,86
newport-tn,"Newport, TN",TN_CAR,TN_CAR,Greater Chattanooga Association of Realtors,3
newport-tn,"Newport, TN",TN_GSMAR,TN_GSMAR,Great Smoky Mountains Association of Realtors,281
newport-tn,"Newport, TN",TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,181
newport-tn,"Newport, TN",TN_LAMLS,TN_LAMLS,Lakeway Area Association of Realtors,491
newton-il,"Newton, IL",IL_CIBOR,IL_CIBOR,Central Illinois Board of Realtors MLS,30
noble-county-in,"Noble County, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,328
norfolk-ne,"Norfolk, NE",NE_NBOR,NE_NBOR,"Norfolk, NE Board of Realtors",173
norfolk,"Norfolk/Virginia Beach, VA",MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",21
norfolk,"Norfolk/Virginia Beach, VA",RV,"CVR MLS, CBRAR, and WMLS","Central Virginia Regional MLS, Chesapeake Bay & Rivers MLS, and Williamsburg MLS",91
norfolk,"Norfolk/Virginia Beach, VA",VA_CBRAR,VA_CBRAR,Chesapeake Bay & Rivers Association of REALTORS,18
norfolk,"Norfolk/Virginia Beach, VA",VA_REIN,VA_REIN,"Real Estate Information Network, Inc",10274
